"content","timestamp","post__pagename","post__timestamp","post__message","target__display","target__headline","target__url","target__description","target__image__src","target__image__label"
"Linse åbner Bed & Breakfast i Spanien. #StopClickBait","05-02-2018 17:27","B.T.","05-02-2018 15:33","Nu åbner Linse Kessler ny virksomhed 🔑😎","bt.dk","Linse overrasker med fremtidsplaner: 'Jeg har taget springet og gjort det'","https://www.bt.dk/kendte/linse-overrasker-med-fremtidsplaner-jeg-har-simpelthen-taget-springet-og-gjort-det","","images/image_255.jpg","Billedet indeholder sandsynligvis: en eller flere personer og nærbillede"
"Betinget fængsel i 30 dage. #StopClickBait","05-02-2018 15:39","B.T.","05-02-2018 15:10","Sexvideoen er på rekordtid blevet meget omtalt.","bt.dk","20-årig dømt skyldig for deling af sexvideo: Her er dommen","https://www.bt.dk/krimi/20-aarig-doemt-skyldig-for-deling-af-sexvideo-her-er-dommen","","images/image_256.jpg","Ingen automatisk alternativ tekst tilgængelig."
"Lolland-Falster Airport. #StopClickBait","05-02-2018 12:27","B.T.","04-02-2018 14:16","Vi er vilde med det internationale navn. 😁","bt.dk","Danmark får en ny lufthavn","http://www.bt.dk/danmark/danmark-faar-en-ny-lufthavn","","images/image_257.jpg","Billedet indeholder sandsynligvis: basketballbane og friluftsliv"
"10 minusgrader. #StopClickBait","05-02-2018 12:26","B.T.","04-02-2018 23:34","Brrr..Husk vanter.","bt.dk","Bidende kulde på vej mod Danmark: Så koldt bliver det","https://www.bt.dk/vejret/isnende-kulde-paa-vej-mod-danmark-saa-koldt-bliver-det","Læs mere her.","images/image_258.jpg","Billedet indeholder sandsynligvis: bil og friluftsliv"
"Vi skal stoppe med at cykle uden hænder på styret. #StopClickBait","04-02-2018 12:29","B.T.","03-02-2018 11:59","'Det er mangel på mental udvikling - og især mænd!' 😡🚴‍♂️","bt.dk","Astrups Lørdagsbrok: Cyklist, stop dette pinagtige idioti!","https://www.bt.dk/blogs/klar-laest-til-loerdag-familiefar-maaber-over-maends-opfoersel-hvorfor-er-dette","","images/image_259.jpg","Billedet indeholder sandsynligvis: en eller flere personer, bil og friluftsliv"
"6.3 kilo. #StopClickBait","31-01-2018 00:21","B.T.","30-01-2018 07:26","Hun klarede fødslen helt uden smertestillende. 😲 👶","bt.dk","Mor føder kæmpebaby: Næsten dobbelt så stor som gennemsnittet","https://www.bt.dk/udland/mor-foeder-kaempebaby-naesten-dobbelt-saa-stor-som-gennemsnittet","","images/image_260.jpg","Billedet indeholder sandsynligvis: en eller flere personer og nærbillede"
"Rock i haven i Byparken, Roskilde. #StopClickBait","30-01-2018 19:35","B.T.","30-01-2018 19:31","LIGE NU:","bt.dk","Stor dansk musikfestival aflyst","https://www.bt.dk/danmark/stor-dansk-musikfestival-aflyst","","images/image_261.jpg","Billedet indeholder sandsynligvis: en eller flere personer, nærbillede og friluftsliv"
"Viktor Fischer. #StopClickBait","30-01-2018 10:36","TV3 Sport Superliga","30-01-2018 08:47","Hvad siger I? Lottokupon eller transferscoop? 🤔","tv3sport.dk","Klassisk FCK-transfer: Tæt på at hente dansk landsholdsspiller","https://www.tv3sport.dk/sport/fodbold/nyheder/klassisk-fck-transfer-taet-pa-at-hente-dansk-landsholdsspiller","FC København følger den tidligere succesplan.","images/image_262.jpg","Billedet indeholder sandsynligvis: en eller flere personer og nærbillede"
"Forleden var Lasse utilfreds med at få ""God dag"" langet over disken. Nu siger Coop af de ""Hellere vil være venlige én gang for meget end én gang for lidt"". #StopClickBait","30-01-2018 05:28","B.T.","29-01-2018 20:10","Kan du se pointen i det? 😄","bt.dk","Dagligvaregigant: Derfor siger vores medarbejdere 'hav en god dag' til kunderne","https://www.bt.dk/danmark/klar-laest-lasse-kritiserede-butikker-for-lummer-paataget-kundepleje-for-os-er-det","","images/image_263.jpg","Billedet indeholder sandsynligvis: en eller flere personer"
"Lasse er træt af at de ansatte i butikkerne siger ""God dag"", ""God aften"" og/eller ""God weekend"". Endnu værre når de siger ""Fortsat god dag"". #StopClickBait","27-01-2018 22:49","B.T.","27-01-2018 20:40","Er du enig med Lasse - har det taget overhånd? 🤔","bt.dk","Lasse har fået nok: Hver gang jeg handler, bliver jeg udsat for det latterlige pladder - stop nu!","https://www.bt.dk/blogs/lasse-har-faaet-nok-hver-gang-jeg-handler-bliver-jeg-udsat-for-det-latterlige","","images/image_264.jpg","Billedet indeholder sandsynligvis: en eller flere personer"
"At de vinder CL. #StopClickBait","25-01-2018 18:06","","","","tv3sport.dk","PSG lover at sælge Neymar til Real Madrid på én betingelse","https://www.tv3sport.dk/sport/fodbold/nyheder/psg-lover-at-saelge-neymar-til-real-madrid-pa-en-betingelse","LÆS MERE HER.","images/image_265.jpg","Billedet indeholder sandsynligvis: en eller flere personer"
"Lav varme. 30 minutter. #StopClickBait","25-01-2018 14:58","B.T.","25-01-2018 11:55","Her den rigtige måde at stege pølser på 😮","bt.dk","Kok afslører: Du har stegt pølser forkert hele livet - sådan skal det gøres","https://www.bt.dk/foedevarer/kok-afsloerer-du-har-stegt-poelser-forkert-hele-livet-saadan-skal-det-goeres","","images/image_266.jpg","Billedet indeholder sandsynligvis: mad"
"Newcastle. #StopClickBait","24-01-2018 10:02","TV3 Sport Superliga","24-01-2018 08:31","Please, make it happen! 👇🙏","tv3sport.dk","Medie: Premier League-klub jagter Nicolai Jørgensen","https://www.tv3sport.dk/sport/fodbold/nyheder/medie-premier-league-klub-jagter-nicolai-jorgensen","LÆS MERE HER","images/image_267.jpg","Billedet indeholder sandsynligvis: en eller flere personer og folk, der dyrker sport"
"Carl's Jr. #StopClickBait","23-01-2018 15:18","TV 2/FYN","23-01-2018 14:04","Endnu en amerikansk burgerkæde åbner en restaurant tæt ved motorvejen i Nyborg.","","Burgerkrig i Nyborg: Stem her på din favoritburger","","","",""
"Nordea, kryptovaluta. #StopClickBait","20-01-2018 12:30","","","","bt.dk","Storbank i Danmark forbyder ansatte at købe populær vare","https://www.bt.dk/erhverv/storbank-i-danmark-forbyder-ansatte-at-koebe-populaer-vare","Læs mere her.","images/image_268.jpg","Billedet indeholder sandsynligvis: himmel og friluftsliv"
"Ajax skulle være interesseret i Rasmus Nissen. #StopClickBait","20-01-2018 10:48","TV3 Sport Superliga","20-01-2018 10:38","Ganske enkelt imponerende! 👏👏👏","tv3sport.dk","FCM tæt på VILDT salg: Skyder profil afsted for 40 millioner!","https://www.tv3sport.dk/sport/fodbold/nyheder/fcm-taet-pa-vildt-salg-skyder-profil-afsted-for-40-millioner","FC Midtjylland er angiveligt på vej til at lave klubbens næststørste salg nogensinde.","images/image_269.jpg","Billedet indeholder sandsynligvis: en eller flere personer, folk, der står og tekst"
"Arbejdsdagen er forlænget med 15 minutter for rygerne. #StopClickBait","19-01-2018 23:10","B.T.","19-01-2018 20:33","En skoleleder har indført sine egne rygeregler, for de rygende lærer.","bt.dk","Lærer-formand: Rygere må ikke straffes med ekstra arbejdstid","https://www.bt.dk/danmark/laerer-formand-rygere-maa-ikke-straffes-med-ekstra-arbejdstid","","images/image_270.jpg","Billedet indeholder sandsynligvis: en eller flere personer og nærbillede"
"7.5 millioner kroner. #StopClickBait","19-01-2018 19:03","TV3 Sport Superliga","19-01-2018 18:26","Det bliver spændende at se, om F.C. København får valuta for pengene.💰️⚽️️⚽️","tv3sport.dk","Avis: SÅ meget betaler FCK for Robert Skov","https://www.tv3sport.dk/sport/fodbold/nyheder/avis-sa-meget-betaler-fck-for-robert-skov","SE MERE HER.","images/image_271.jpg","Billedet indeholder sandsynligvis: en eller flere personer, folk, der dyrker sport og friluftsliv"
"Robert Skov fra Silkeborg. #StopClickBait","19-01-2018 15:55","TV3 Sport Superliga","19-01-2018 15:50","Hvad mener F.C. København-fansene om den signing❓🤔️⚽️","tv3sport.dk","Officielt: FCK henter angriber hos Superliga-konkurrenter","https://www.tv3sport.dk/sport/fodbold/nyheder/officielt-fck-henter-angriber-hos-superliga-konkurrenter","SE MERE HER.","images/image_272.jpg","Billedet indeholder sandsynligvis: en eller flere personer og nærbillede"
"Digital Interruption (der kalder sig en etisk hackergrupper) hackede SinVR - og informerede efterfølgende SinVR om deres manglende sikkerhed. Ingen bliver afsløret - i denne omgang. #StopClickBait","19-01-2018 11:17","","","","bt.dk","Stort pornosite hacket: Brugere risikerer at blive afsløret","https://www.bt.dk/udland/stort-pornosite-hacket-brugere-risikerer-at-blive-afsloeret","Læs mere her.","images/image_273.jpg","Billedet indeholder sandsynligvis: en eller flere personer"
"Simon Kroon. #StopClickBait","19-01-2018 10:35","TV3 Sport Superliga","19-01-2018 10:29","Men kan han spille SønderjyskE Fodbold i slutspillet?","tv3sport.dk","OFFICIELT: Sønderjyske snupper FCM-kant","https://www.tv3sport.dk/sport/fodbold/nyheder/officielt-sonderjyske-snupper-fcm-kant","Sønderjyske har netop offentliggjort handlen.","images/image_274.jpg","Billedet indeholder sandsynligvis: en eller flere personer, folk, der dyrker sport og friluftsliv"
"Juventus. 500-590 millioner. #StopClickBait","17-01-2018 13:13","","","","bt.dk","Ny storklub jagter Eriksen: Og de vil betale rigtig mange penge for ham","https://www.bt.dk/fodbold/ny-storklub-jagter-eriksen-og-de-vil-betale-rigtig-mange-penge-for-ham","Læs mere her.","images/image_275.jpg","Billedet indeholder sandsynligvis: en eller flere personer og friluftsliv"
"Horsens. Hundelorte. #StopClickBait","15-01-2018 22:45","","","","bt.dk","Borgere har fået nok af 'ulækker' dansk by: Folk er dybt forbavsede over, hvad de ser på gaderne","https://www.bt.dk/danmark/borgere-har-faaet-nok-af-ulaekker-dansk-by-folk-er-dybt-forbavsede-over-hvad-de","Læs mere her.","images/image_276.jpg","Billedet indeholder sandsynligvis: himmel og friluftsliv"
"Spise medbragt mad... #StopClickBait","13-01-2018 11:05","","","","bt.dk","Astrups Lørdagsbrok: Hold op med det her, når du kører i tog!","https://www.bt.dk/blogs/astrups-loerdagsbrok-hold-op-med-det-her-naar-du-koerer-i-tog","Læs mere her.","images/image_277.jpg","Billedet indeholder sandsynligvis: en eller flere personer, skæg og nærbillede"
"""Hvad dette fund omfatter, vil politiet dog ikke komme nærmere ind på."" #StopClickBait","12-01-2018 15:53","","","","bt.dk","Hel familie fundet død i sydsvensk villa: Politiet har gjort et 'fund'","https://www.bt.dk/udland/hel-familie-fundet-doed-i-sydsvensk-villa-politiet-har-gjort-et-fund","Læs mere her.","images/image_278.jpg","Billedet indeholder sandsynligvis: en eller flere personer, folk, der står, bil, nat og friluftsliv"
"En person, der hopper. Billede i kommentarerne. #StopClickBait","12-01-2018 11:44","","","","bt.dk","Mand tog naturfoto nytårsaften - opdagede først bagefter, hvad han havde fanget på kamera","https://www.bt.dk/viralt/mand-tog-naturfoto-nytaarsaften-opdagede-foerst-bagefter-hvad-han-havde-fanget-paa","Læs mere her.","images/image_279.jpg","Billedet indeholder sandsynligvis: himmel, bjerg, ocean, friluftsliv og natur"
"Oplader deres telefon i løbet af natten.  #StopClickBait","12-01-2018 11:31","","","","bt.dk","Hver anden dansker gør noget livsfarligt hver nat: 'Det undrer mig, at så mange tager chancen'","https://www.bt.dk/digital/hver-anden-dansker-goer-noget-livsfarligt-hver-nat-det-undrer-mig-at-saa-mange","Læs mere her.","images/image_280.jpg","Billedet indeholder sandsynligvis: en eller flere personer, folk, der sover og indendørs"
"Fremover må håndbagagen højst måle 35x20x20 ved Ryanair. #StopClickBait","11-01-2018 16:43","B.T.","11-01-2018 12:50","Det er da sandelig godt at vide, før du står i lufthavnen! 😲✈","bt.dk","Flyselskab med ny kontroversiel regel: Du må ikke have denne kuffert med i flyet","https://www.bt.dk/udland/klar-laest-stort-flyselskab-med-ny-kontroversiel-regel-her-er-alt-du-skal-vide","","images/image_281.jpg","Ingen automatisk alternativ tekst tilgængelig."
"'De vil næsten med garanti ende skidt'. #StopClickBait","11-01-2018 16:38","B.T.","11-01-2018 14:45","Warren Buffett er ikke i tvivl! 😮","bt.dk","En af verdens rigeste mænd har en profeti: Sådan vil det gå med Bitcoin","http://www.bt.dk/udland/muiltimilliardaer-og-verdens-mest-respekterede-investor-her-er-min-dom-over-bitcoin","","images/image_282.jpg","Billedet indeholder sandsynligvis: en eller flere personer, briller og nærbillede"
"De har brugt app'en 'Natural Cyclus' ... #StopClickBait","11-01-2018 16:37","B.T.","11-01-2018 16:30","Flere af kvinderne har nu søgt om abort, på grund af ufrivillig graviditet","bt.dk","Populært præventionsmiddel anmeldt - kvinder opdagede, at de var gravide","https://www.bt.dk/udland/populaert-praeventionsmiddel-anmeldt-kvinder-opdagede-at-de-var-gravide","","images/image_283.jpg","Billedet indeholder sandsynligvis: en eller flere personer, sko og nærbillede"
"Bilister er ikke gode til at holde til højre. #StopClickBait","11-01-2018 16:35","‎Kim Kristensen‎ til Stop Clickbait - Danmark","11-01-2018 11:51","https://ekstrabladet.dk/…/skulle-holde-oeje-med-mor…/6992071","ekstrabladet.dk","Skulle holde øje med morgentrafikken: Politiet opdagede et helt andet problem","https://ekstrabladet.dk/biler/skulle-holde-oeje-med-morgentrafikken-politiet-opdagede-et-helt-andet-problem/6992071","Bilister er stadig ikke gode til at holde til højre, lyder det fra politiet","images/image_284.jpg","Billedet indeholder sandsynligvis: himmel, vej, friluftsliv og natur"
"Sætte farten drastisk ned. #StopClickBait","10-01-2018 16:04","‎Kim Kristensen‎ til Stop Clickbait - Danmark","10-01-2018 15:00","https://www.bt.dk/…/politiet-advarer-om-farlig-trend-dette-…","bt.dk","Politiet advarer om farlig trend: Dette må du IKKE gøre, når du passerer en fotovogn","https://www.bt.dk/danmark/politiet-advarer-om-farlig-trend-dette-maa-du-ikke-goere-naar-du-passerer-en","Læs mere her.","images/image_285.jpg","Billedet indeholder sandsynligvis: en eller flere personer, folk, der sidder, friluftsliv og indendørs"
"Jonas Borring. #StopClickBait","09-01-2018 13:56","TV3 Sport Superliga","09-01-2018 13:33","AC Horsens vil være med i det fine selskab 💪","tv3sport.dk","Chok-transfer på vej: FCM-profil tæt på Horsens","https://www.tv3sport.dk/sport/fodbold/nyheder/chok-transfer-pa-vej-fcm-profil-taet-pa-horsens","LÆS MERE HER","images/image_286.jpg","Billedet indeholder sandsynligvis: en eller flere personer"
"Han troede han skrev med en 14 årig pige som han skulle møde. #StopClickBait","09-01-2018 11:34","B.T.","09-01-2018 10:58","»Denne sag er særligt afskyelig, fordi gerningsmanden er en offentlig person, der har svoret at tjene og beskytte lokalsamfundet«","bt.dk","Politichef blev hyldet af sine naboer - så opdagede hans kolleger, hvad han lavede på nettet","https://www.bt.dk/udland/klar-laest-politichef-var-blevet-hyldet-af-sine-naboer-saa-opdagede-hans-kolleger","","images/image_287.jpg","Billedet indeholder sandsynligvis: en eller flere personer, bil og friluftsliv"
"""De må komme videre i deres liv. Det er vi"". #StopClickBait","09-01-2018 11:33","B.T.","09-01-2018 11:20","Her er farens iskolde svar. 😳","bt.dk","Brødre forsøgte at forsones med far efter årelang strid på landsdækkende tv","https://www.bt.dk/danmark/broedre-forsoegte-at-forsones-med-far-efter-aarelang-strid-paa-landsdaekkende-tv","","images/image_288.jpg","Billedet indeholder sandsynligvis: en eller flere personer, folk, der sidder og indendørs"
"Indeholder æg. #StopClickBait","09-01-2018 11:27","B.T.","09-01-2018 09:00","Plantefarsen består ikke kun af vegetabilske fødevarer. 😯","bt.dk","Coop i modvind over nylanceret plantefars: Indeholder dyr","https://www.bt.dk/danmark/coop-i-modvind-over-nylanceret-plantefars-indeholder-dyr","","images/image_289.jpg","Billedet indeholder sandsynligvis: mad"
"Ejeren satte ild til edderkoppen, hvorefter krabaten satte ild til madrassen. Kill it, kill it with fire virker ikke altid 😃 #StopClickBait","09-01-2018 10:47","B.T.","09-01-2018 09:59","Tænk det kan lade sig gøre! 😲","bt.dk","Lejlighed nedbrændte totalt: Edderkop satte ild til madras","https://www.bt.dk/udland/lejlighed-nedbraendte-totalt-edderkop-satte-ild-til-madras","","images/image_290.jpg","Billedet indeholder sandsynligvis: plante og friluftsliv"
"... for at genopbygge den igen. Renovering. #StopClickBait","08-01-2018 09:00","B.T.","08-01-2018 06:20","Er det okay?","bt.dk","Dansk milliardær vil rive dele af historisk bygning fra 1400-tallet ned","https://www.bt.dk/danmark/dansk-milliardaer-vil-rive-constantinsborg-fra-1400-tallet-ned","","images/image_291.jpg","Billedet indeholder sandsynligvis: himmel, sky og friluftsliv"
"Odsherred. #StopClickBait","07-01-2018 15:16","TV 2 NEWS","06-01-2018 15:48","Ja eller nej til den idé?","nyheder.tv2.dk","Kommune overvejer firedages arbejdsuge","http://nyheder.tv2.dk/lokalt/2018-01-06-kommune-overvejer-firedages-arbejdsuge","","images/image_292.jpg","Billedet indeholder sandsynligvis: en eller flere personer og folk, der sidder"
"Licens via skatten. #StopClickBait","04-01-2018 12:00","B.T.","04-01-2018 10:50","Det skal der ske nu:","bt.dk","Det er måske snart slut med licensen, som vi kender den","https://www.bt.dk/danmark/det-er-maaske-snart-slut-med-licensen-som-vi-kender-den","","images/image_293.jpg","Billedet indeholder sandsynligvis: nat og tekst"
"Kongens Lyngby. #StopClickBait","28-12-2017 23:50","B.T.","28-12-2017 16:35","Undersøgelser viser desuden, at folk ved navn Dennis og Michelle i gennemsnit bruger flest penge på sexet lir 😉🍆","bt.dk","Så er det afgjort: I denne by køber danskerne mest sexlegetøj","https://www.bt.dk/gadget/saa-er-det-afgjort-i-denne-by-koeber-danskerne-mest-sexlegetoej","","images/image_294.jpg","Billedet indeholder sandsynligvis: en eller flere personer og folk, der sidder"
"Snurretoppen. #StopClickBait","27-12-2017 18:39","B.T.","27-12-2017 09:34","NOOOOOO 😭😭","bt.dk","Tivoli lukker populær forlystelse efter 29 år","https://www.bt.dk/danmark/tivoli-lukker-populaer-forlystelse-efter-29-aar","","images/image_295.jpg","Billedet indeholder sandsynligvis: træ og friluftsliv"
"15% af danskerne får chips juleaften. Glædelig jul 😊 #StopClickBait","24-12-2017 23:57","B.T.","24-12-2017 23:54","Skal man spise chips til julemaden?","bt.dk","Chips til julemaden eller ej? Det mener danskerne","https://www.bt.dk/foedevarer/chips-til-julemaden-eller-ej-det-mener-danskerne","Læs mere her.","images/image_296.jpg","Billedet indeholder sandsynligvis: dessert og mad"
"Man skal ikke snyde med mandlen! Glædelig jul 😊 #StopClickBait","24-12-2017 15:22","B.T.","24-12-2017 14:56","Snyder I også hjemme hos jer?","bt.dk","Ekspert advarer mod forældres fupnummer juleaften: 'Det er et skråplan'","https://www.bt.dk/danmark/ekspert-advarer-mod-foraeldres-fupnummer-juleaften-det-er-simpelthen-et-skraaplan","","images/image_297.jpg","Billedet indeholder sandsynligvis: en eller flere personer og folk, der står"
"4000 gange. Glædelig jul 😊 #StopClickBait","24-12-2017 15:20","B.T.","24-12-2017 06:20","Så kan du godt kridte danseskoene til i aften! 🎄💃🎵","","Så mange gange skal du rundt om juletræet for at forbrænde julemaden","","","",""
"Hillerød. Hærværk på juleudsmykning. #StopClickBait","24-12-2017 11:59","B.T.","24-12-2017 10:35","Byens borgere vågnede op til noget af et julechok. 😲","bt.dk","Dansk by vågnede op til 'forbandet svineri': 'De skulle skamme sig!'","https://www.bt.dk/danmark/klar-laest-vrede-i-dansk-by-ikonisk-juleudsmykning-udsat-for-haervaerk","","images/image_298.jpg","Billedet indeholder sandsynligvis: himmel og friluftsliv"
"Halekuperet. #StopClickBait","24-12-2017 03:36","","","","newsbreak.dk","97% af alle danske grise bliver udsat for dette indgreb: ""Helt uacceptabelt,"" siger Dyrenes Beskyttelse","https://newsbreak.dk/eu-siger-et-danske-grise-udsaettes-for-noget-andet/","Dyrevelfærd","images/image_299.jpg","Billedet indeholder sandsynligvis: friluftsliv"
"CDON.com er forsinket med ordrelevering. #StopClickBait","22-12-2017 19:07","B.T.","22-12-2017 16:39","Flere skal vente længe på deres julegave i år 😨","bt.dk","Julekunder uden julegaver tordner mod kendt webshop: 'Magen til useriøs forretning'","https://www.bt.dk/danmark/julekunder-er-rasende-kendt-webshop-faar-ikke-julegaverne-hjem-til-tiden-magen-til","","images/image_300.jpg","Billedet indeholder sandsynligvis: bord og indendørs"
"iPhone bliver sløvere med tiden pga. batteriet. #StopClickBait","22-12-2017 16:39","TV 2 NEWS","22-12-2017 08:03","Det sker efter, at en udvikler har lavet sine egne målinger på flere iPhone-modeller.","nyheder.tv2.dk","Apple bekræfter det, vi alle havde på fornemmelsen","http://nyheder.tv2.dk/tech/2017-12-22-apple-bekraefter-det-du-frygtede-iphone-bliver-daarligere-med-tiden","","images/image_301.jpg","Billedet indeholder sandsynligvis: telefon"
"Smukfest i Skanderborg. #StopClickBait","22-12-2017 12:01","B.T.","22-12-2017 10:20","Festivaldeltagerne har fået en tidlig julegave! 😍🎤","bt.dk","Kæmpe scoop: Britney Spears spiller på dansk festival","https://www.bt.dk/kendte/kaempe-scoop-britney-spears-spiller-paa-dansk-festival","","images/image_302.jpg","Billedet indeholder sandsynligvis: en eller flere personer, folk, der står og folk, der danser"
"En sten. #StopClickBait","20-12-2017 23:00","B.T.","20-12-2017 22:30","»Det satte selvfølgelig nogle tanker i gang. Jeg er på ingen måde kommet mig over oplevelsen endnu«  😲","bt.dk","Torben kørte på motorvejen midt om natten: Pludselig fangede hans blik noget i luften","https://www.bt.dk/danmark/torben-koerte-paa-motorvejen-midt-om-natten-pludselig-fangede-hans-blik-noget-i","Læs mere her.","images/image_303.jpg","Billedet indeholder sandsynligvis: en eller flere personer og briller"
"67 34 22 16. Det er app'en med telefonfis. #StopClickBait","20-12-2017 17:15","B.T.","20-12-2017 14:45","Hvis du modtager opkaldet skal du lægge på!","bt.dk","Firma advarer mod falske opkald: Kunder modtager ubehagelige opkald","https://www.bt.dk/erhverv/firma-advarer-mod-falske-opkald-kunder-modtager-ubehagelige-opkald","","images/image_304.jpg","Billedet indeholder sandsynligvis: en eller flere personer og skæg"
"For at undgå at få urinvejsinfektion. #StopClickBait","20-12-2017 17:13","B.T.","20-12-2017 16:24","Hvis du er en af dem, der tisser før sex, så stop!","bt.dk","Forsker advarer: Derfor skal kvinder IKKE tisse før sex","https://www.bt.dk/danmark/forsker-advarer-derfor-skal-kvinder-ikke-tisse-foer-sex","","images/image_305.jpg","Billedet indeholder sandsynligvis: en eller flere personer og nærbillede"
"Viktor Fischer. #StopClickBait","20-12-2017 11:52","TV3 Sport Superliga","20-12-2017 11:46","Hvad siger F.C. København-fansene til den❓🤔️⚽️🔥","tv3sport.dk","Avis: FCK lurer på dansk offensivspiller","https://www.tv3sport.dk/sport/fodbold/nyheder/avis-fck-lurer-pa-dansk-offensivspiller","SE MERE HER.","images/image_306.jpg","Billedet indeholder sandsynligvis: en eller flere personer og nærbillede"
"Eden Hazard. #StopClickBait","20-12-2017 08:38","","","","tv3sport.dk","Avis: Mourinho vil byde 750 mio. kr. på PL-stjerne","https://www.tv3sport.dk/sport/fodbold/nyheder/avis-mourinho-vil-byde-750-mio-kr-pa-pl-stjerne","Chelseas Eden Hazard bliver nu sat i forbindelse med Manchester United.","images/image_307.jpg","Billedet indeholder sandsynligvis: en eller flere personer og nærbillede"
"Bilist overholder ikke vigepligt. Bil rammer tog. Ingen personskade. #StopClickBait","19-12-2017 20:30","TV 2 NEWS","19-12-2017 20:17","Det er tredje gang, det sker.","nyheder.tv2.dk","Aarhus Letbane i nyt uheld","http://nyheder.tv2.dk/samfund/2017-12-19-aarhus-letbane-i-nyt-uheld","","images/image_308.jpg","Billedet indeholder sandsynligvis: tog, himmel og friluftsliv"
"Han havde 7 rigtige i lotto, for anden gang i sit liv. #StopClickBait","19-12-2017 14:41","","","","ekstrabladet.dk","Jysk mand skreg, da det utænkelige skete igen: - DET ER FAN'ME DA LØGN!","https://ekstrabladet.dk/nyheder/samfund/heldig-jyde-trodser-alle-lotto-odds-har-ramt-syv-rigtige-for-anden-gang/6961802","Læs mere her","images/image_309.jpg","Ingen automatisk alternativ tekst tilgængelig."
"En dildo. #StopClickBait","18-12-2017 18:29","B.T.","18-12-2017 18:23","...og så endda i BØRNEafdelingen! 😳🥒","bt.dk","Jonas var i IKEA med familien: 'Det havde jeg ikke lige regnet med at finde'","https://www.bt.dk/danmark/klar-fra-mx-jonas-var-i-ikea-med-familien-det-havde-jeg-ikke-lige-regnet-med-at","","images/image_310.jpg","Billedet indeholder sandsynligvis: en eller flere personer, jakkesæt, selfie, nærbillede og indendørs"
"Den ligner Justin Bieber. 160 cm. høj. #StopClickBait","18-12-2017 09:45","B.T.","18-12-2017 07:35","Kender du nogen, der skal tilføje den til ønskelisten? 😜","bt.dk","Mandlig sexdukke vækker opsigt: Kan du se hvorfor?","https://www.bt.dk/kendte/mandlig-sexdukke-vaekker-opsigt-kan-du-se-hvorfor","Læs mere her.","images/image_311.jpg","Billedet indeholder sandsynligvis: en eller flere personer og nærbillede"
"'Madklubben' indfører buffet. #StopClickBait","18-12-2017 09:35","TV 2 Lorry","17-12-2017 18:11","Bliver det her fremtidens helt store spisekoncept? 👨‍🍳🍽️🍷","tv2lorry.dk","Kendt spisekæde går nye veje: Indfører radikal ændring","https://www.tv2lorry.dk/artikel/kendt-spisekaede-gaar-nye-veje-vi-tror-det-kan-blive-stort","","images/image_312.jpg","Billedet indeholder sandsynligvis: en eller flere personer, folk, der sidder, bord og indendørs"
"Star Wars: The Force Awakens. #StopClickBait","17-12-2017 21:20","TV 2 Underholdning","17-12-2017 19:27","Kan du gætte, hvilken film den ikke kunne slå?","nyheder.tv2.dk","Ny Star Wars-film får næstbedste åbningsweekend nogensinde","http://nyheder.tv2.dk/udland/2017-12-17-ny-star-wars-film-far-naestbedste-abningsweekend-nogensinde","","images/image_313.jpg","Billedet indeholder sandsynligvis: en eller flere personer og folk, der står"
"5-10% chance for hvid jul. #StopClickBait","17-12-2017 17:36","B.T.","17-12-2017 16:20","Håber du på hvid jul?  ❤ = Jeg elsker sne!  😡 = Jeg hader sne....","bt.dk","For to dage siden var chancen for hvid jul 50 procent - nu har billedet ændret sig","https://www.bt.dk/vejret/meteorolog-for-to-dage-siden-var-chancen-for-hvid-jul-50-procent-nu-har-billedet","","images/image_314.jpg","Billedet indeholder sandsynligvis: friluftsliv"
"Peter Madsen sidder i isolation. Peter kommer til at bruge julen i cellen. #StopClickBait","17-12-2017 13:11","B.T.","17-12-2017 12:54","Festligt bliver det bestemt ikke.","bt.dk","Sådan bliver Peter Madsens juleaften","http://www.bt.dk/danmark/raket-madsen-spaerret-inde-over-jul-og-nytaar-saadan-bliver-hans-juleaften","","images/image_315.jpg","Billedet indeholder sandsynligvis: en eller flere personer"
"Hver skoleklasse har fået deres eget private toilet. #StopClickBait","16-12-2017 20:00","TV 2 NEWS","16-12-2017 12:00","Godt gået 💪","nyheder.tv2.dk","Skole har fundet en gratis og simpel løsning på klamme toiletter","http://nyheder.tv2.dk/lokalt/2017-12-15-slut-med-stinkende-skoletoiletter-elever-tager-ansvar-for-eget-toilet","","images/image_316.jpg","Billedet indeholder sandsynligvis: en eller flere personer og folk, der står"
"Benjamin Verbic rygtes til Dinamo Kiev. #StopClickBait","16-12-2017 14:00","TV3 Sport Superliga","16-12-2017 13:30","FCK klar til at sige farvel til stjernespiller inden foråret?","tv3sport.dk","Slovensk avis: Ståle og FCK sælger stjerne til Ukraine for 30krm i januar","https://www.tv3sport.dk/sport/fodbold/nyheder/slovensk-avis-stale-og-fck-saelger-stjerne-til-ukraine-for-4-m-i-januar","FC København er på vej til at sælge stjernespiller inden foråret, forlyder det.","images/image_317.jpg","Billedet indeholder sandsynligvis: en eller flere personer, skæg, nærbillede og friluftsliv"
